file_names,num_rows,num_cols
/user/bigdata/nyc_open_data/48ka-f6z6.json,350,16
/user/bigdata/nyc_open_data/48pb-zy2g.json,6,17
/user/bigdata/nyc_open_data/49kg-8sce.json,3136,16
/user/bigdata/nyc_open_data/4axi-di9c.json,2688,16
/user/bigdata/nyc_open_data/4bew-e6kg.json,78,15
/user/bigdata/nyc_open_data/4d7f-74pe.json,67643,27
/user/bigdata/nyc_open_data/4e2n-s75z.json,55950,74
/user/bigdata/nyc_open_data/4e8h-wu86.json,180,4
/user/bigdata/nyc_open_data/4epu-t832.json,60,3
/user/bigdata/nyc_open_data/4fnu-iufz.json,23748,20
/user/bigdata/nyc_open_data/4fsz-s7id.json,60,3
/user/bigdata/nyc_open_data/4fvw-nn9c.json,136266,8
/user/bigdata/nyc_open_data/4g4r-7dfb.json,251,5
/user/bigdata/nyc_open_data/4kse-vfnd.json,210,16
/user/bigdata/nyc_open_data/4n2j-ut8i.json,1677,17
/user/bigdata/nyc_open_data/4nft-bihw.json,8705,9
/user/bigdata/nyc_open_data/4pt5-3vv4.json,435663,25
/user/bigdata/nyc_open_data/4px5-vncp.json,15,7
/user/bigdata/nyc_open_data/4rix-z2af.json,2,26
/user/bigdata/nyc_open_data/4s7y-vm5x.json,513,8
/user/bigdata/nyc_open_data/4se9-mk53.json,20,2
/user/bigdata/nyc_open_data/4se9-u6dw.json,7,7
/user/bigdata/nyc_open_data/4snd-in5m.json,1811,27
/user/bigdata/nyc_open_data/4tqt-y424.json,630,5
/user/bigdata/nyc_open_data/4vsa-fhnm.json,36,11
/user/bigdata/nyc_open_data/4wf2-7kdu.json,30,23
/user/bigdata/nyc_open_data/4y9q-t4wb.json,1156,13
/user/bigdata/nyc_open_data/4ynw-b9aj.json,2240,16
/user/bigdata/nyc_open_data/4zdr-zwdi.json,61,13
/user/bigdata/nyc_open_data/52dp-yji6.json,53908,21
/user/bigdata/nyc_open_data/54k3-2wtq.json,70,15
/user/bigdata/nyc_open_data/56b7-s9t5.json,1976,8
/user/bigdata/nyc_open_data/56bx-u7iw.json,9,60
/user/bigdata/nyc_open_data/56e3-rp8d.json,33,11
/user/bigdata/nyc_open_data/56u5-n9sa.json,55,17
/user/bigdata/nyc_open_data/56u9-ryj4.json,65,18
/user/bigdata/nyc_open_data/57mv-nv28.json,5580035,24
/user/bigdata/nyc_open_data/59kj-x8nc.json,150270,24
/user/bigdata/nyc_open_data/59t5-r7nb.json,2174,16
/user/bigdata/nyc_open_data/5b3a-rs48.json,5899,5
/user/bigdata/nyc_open_data/5brf-q9de.json,1644,13
/user/bigdata/nyc_open_data/5c4s-jwtq.json,264,2
/user/bigdata/nyc_open_data/5c5x-3qz9.json,490,16
/user/bigdata/nyc_open_data/5c95-uqu5.json,202,12
/user/bigdata/nyc_open_data/5c9e-33xj.json,54,3
/user/bigdata/nyc_open_data/5e24-x4wa.json,114,19
/user/bigdata/nyc_open_data/5fkx-9rt5.json,4,6
/user/bigdata/nyc_open_data/5fn2-n363.json,2598,9
/user/bigdata/nyc_open_data/5fn4-dr26.json,57021,23
/user/bigdata/nyc_open_data/5fsg-d8c9.json,1795,8
/user/bigdata/nyc_open_data/5g59-fxev.json,13887,8
/user/bigdata/nyc_open_data/5gde-fmj3.json,14112,23
/user/bigdata/nyc_open_data/5gxs-yzxw.json,1470,9
/user/bigdata/nyc_open_data/5hiy-kwc2.json,350,16
/user/bigdata/nyc_open_data/5i9t-mvdt.json,21,15
/user/bigdata/nyc_open_data/5jat-czce.json,2507,6
/user/bigdata/nyc_open_data/5jwd-xj5z.json,21,2
/user/bigdata/nyc_open_data/5mw2-hzqx.json,595,46
/user/bigdata/nyc_open_data/5pbr-mxtd.json,125,9
/user/bigdata/nyc_open_data/5ps9-yuef.json,19,7
/user/bigdata/nyc_open_data/5qbe-4vqd.json,192,69
/user/bigdata/nyc_open_data/5qrc-eb74.json,7759,35
/user/bigdata/nyc_open_data/5qza-frfc.json,2240,16
/user/bigdata/nyc_open_data/5r5y-pvs3.json,34,190
/user/bigdata/nyc_open_data/5rsf-y7wv.json,2006182,52
/user/bigdata/nyc_open_data/5t4n-d72c.json,32,3
/user/bigdata/nyc_open_data/5tub-eh45.json,178557,7
/user/bigdata/nyc_open_data/5uac-w243.json,468761,24
/user/bigdata/nyc_open_data/5uug-f49n.json,81688,100
/user/bigdata/nyc_open_data/5yay-3jd5.json,41,8
/user/bigdata/nyc_open_data/6246-94tp.json,2473,7
/user/bigdata/nyc_open_data/62mr-ukqs.json,960,45
/user/bigdata/nyc_open_data/63us-eqtq.json,766,5
/user/bigdata/nyc_open_data/64gx-bycn.json,122836,58
/user/bigdata/nyc_open_data/64pu-zyr2.json,1743,237
/user/bigdata/nyc_open_data/64px-8x4k.json,13,7
/user/bigdata/nyc_open_data/656a-faqy.json,172,14
/user/bigdata/nyc_open_data/65js-fhgz.json,60,3
/user/bigdata/nyc_open_data/664m-n5th.json,5,16
/user/bigdata/nyc_open_data/66be-66yr.json,26063,25
/user/bigdata/nyc_open_data/66qr-66q7.json,3014,0
/user/bigdata/nyc_open_data/66yh-nemi.json,261,14
/user/bigdata/nyc_open_data/68rr-d3jr.json,59,2
/user/bigdata/nyc_open_data/69bm-3bc2.json,1147,53
/user/bigdata/nyc_open_data/69wu-b929.json,106,9
/user/bigdata/nyc_open_data/6anw-twe4.json,13130,28
/user/bigdata/nyc_open_data/6ayi-u3p7.json,53,7
/user/bigdata/nyc_open_data/6bgk-3dad.json,1266453,46
/user/bigdata/nyc_open_data/6bic-qvek.json,236,46
/user/bigdata/nyc_open_data/6bzx-emuu.json,184,28
/user/bigdata/nyc_open_data/6ctv-n46c.json,1000,6
/user/bigdata/nyc_open_data/6dn9-qgma.json,6,3
/user/bigdata/nyc_open_data/6ggx-itps.json,24,15
/user/bigdata/nyc_open_data/6gre-fvg9.json,2240,16
/user/bigdata/nyc_open_data/6j6t-3ixh.json,412,8
/user/bigdata/nyc_open_data/6jad-5sav.json,26808,24
/user/bigdata/nyc_open_data/6kcb-9g8d.json,484,251
/user/bigdata/nyc_open_data/6kks-jijx.json,537,10
/user/bigdata/nyc_open_data/6m3u-8rbh.json,26,10
/user/bigdata/nyc_open_data/6m56-5mfb.json,23,7
/user/bigdata/nyc_open_data/6nxj-n6t5.json,245905,53
/user/bigdata/nyc_open_data/6pwv-zmgh.json,2,12
/user/bigdata/nyc_open_data/6qaj-niew.json,70,15
/user/bigdata/nyc_open_data/6qzy-b4x8.json,5,7
/user/bigdata/nyc_open_data/6r4h-c2y6.json,30,29
/user/bigdata/nyc_open_data/6r8r-c474.json,60,3
/user/bigdata/nyc_open_data/6rg9-pfbz.json,70,18
/user/bigdata/nyc_open_data/6rrm-vxj9.json,1869,33
/user/bigdata/nyc_open_data/6ryg-d2jg.json,14,7
/user/bigdata/nyc_open_data/6smc-7mk6.json,41,19
/user/bigdata/nyc_open_data/6teu-xtgp.json,254286,7
/user/bigdata/nyc_open_data/6u6h-px7z.json,20,5
/user/bigdata/nyc_open_data/6v9u-ndjg.json,160,2
/user/bigdata/nyc_open_data/6wcu-cfa3.json,18944,15
/user/bigdata/nyc_open_data/6wee-b7wf.json,108,14
/user/bigdata/nyc_open_data/6wkw-kjx4.json,6,6
/user/bigdata/nyc_open_data/6wve-ubwx.json,3,4
/user/bigdata/nyc_open_data/6y3e-jcrc.json,7330613,6
/user/bigdata/nyc_open_data/7299-2etw.json,9,5
/user/bigdata/nyc_open_data/72db-huua.json,98,15
/user/bigdata/nyc_open_data/72mk-a8z7.json,8991,4
/user/bigdata/nyc_open_data/72n5-tp5u.json,32,7
/user/bigdata/nyc_open_data/72ss-25qh.json,599,31
/user/bigdata/nyc_open_data/72vt-ykjc.json,130,4
/user/bigdata/nyc_open_data/733r-da8r.json,70,15
/user/bigdata/nyc_open_data/735p-zed8.json,146992,51
/user/bigdata/nyc_open_data/73bd-vkmx.json,15,18
/user/bigdata/nyc_open_data/7479-ugqb.json,8659,13
/user/bigdata/nyc_open_data/752y-qk8b.json,3911,9
/user/bigdata/nyc_open_data/75e9-fg2t.json,12336,5
/user/bigdata/nyc_open_data/767e-4ijc.json,11,4
/user/bigdata/nyc_open_data/76bs-46w6.json,973,0
/user/bigdata/nyc_open_data/76xm-jjuj.json,7023225,32
/user/bigdata/nyc_open_data/77d2-9ebr.json,13,46
/user/bigdata/nyc_open_data/78sp-6jhj.json,57,4
/user/bigdata/nyc_open_data/799n-b76v.json,83,23
/user/bigdata/nyc_open_data/7agf-bcsq.json,3014,29
/user/bigdata/nyc_open_data/7ahn-ypff.json,9236655,0
/user/bigdata/nyc_open_data/7atn-adw6.json,12,11
/user/bigdata/nyc_open_data/7atx-5a3s.json,2124,17
/user/bigdata/nyc_open_data/7btz-mnc8.json,2031,10
/user/bigdata/nyc_open_data/7ceq-6nwu.json,209,11
/user/bigdata/nyc_open_data/7crd-d9xh.json,437,67
/user/bigdata/nyc_open_data/7drd-wqcf.json,799,23
/user/bigdata/nyc_open_data/7ewi-9cdf.json,274,5
/user/bigdata/nyc_open_data/7fnf-kyf4.json,163,7
/user/bigdata/nyc_open_data/7ggc-ypzi.json,70,15
/user/bigdata/nyc_open_data/7gmq-dbas.json,516989,0
/user/bigdata/nyc_open_data/7gvw-m7zn.json,52725,17
/user/bigdata/nyc_open_data/7h99-xsqt.json,1206,11
/user/bigdata/nyc_open_data/7hgn-sgmk.json,118,6
/user/bigdata/nyc_open_data/7hi3-kaps.json,60,5
/user/bigdata/nyc_open_data/7iqe-jary.json,3,5
/user/bigdata/nyc_open_data/7iqz-npua.json,368,4
/user/bigdata/nyc_open_data/7isb-wh4c.json,123,7
/user/bigdata/nyc_open_data/7jkp-5w5g.json,273,10
/user/bigdata/nyc_open_data/7jpv-q9e2.json,45631,17
/user/bigdata/nyc_open_data/7k2e-ht2j.json,831,6
/user/bigdata/nyc_open_data/7k5d-rk33.json,47420,17
/user/bigdata/nyc_open_data/7kc8-z939.json,514,18
/user/bigdata/nyc_open_data/7m8q-jgtg.json,23,4
/user/bigdata/nyc_open_data/7r6i-tdj2.json,107,9
/user/bigdata/nyc_open_data/7ree-jtaa.json,60,3
/user/bigdata/nyc_open_data/7s3q-rztu.json,57,7
/user/bigdata/nyc_open_data/7scx-rfrp.json,1715,71
/user/bigdata/nyc_open_data/7su9-xgtn.json,5,17
/user/bigdata/nyc_open_data/7t6i-mkth.json,212,5
/user/bigdata/nyc_open_data/7u63-ib3x.json,64575,9
/user/bigdata/nyc_open_data/7ub6-8ecn.json,1,6
/user/bigdata/nyc_open_data/7ujc-hpzg.json,3,18
/user/bigdata/nyc_open_data/7uuj-b95m.json,1599,14
/user/bigdata/nyc_open_data/7vy4-ats6.json,490,16
/user/bigdata/nyc_open_data/7xjx-2mhj.json,2989,5
/user/bigdata/nyc_open_data/7xq6-k6zy.json,1265,11
/user/bigdata/nyc_open_data/7yay-m4ae.json,1488,7
/user/bigdata/nyc_open_data/7yc5-fec2.json,6924,70
/user/bigdata/nyc_open_data/7yds-6i8e.json,658,9
/user/bigdata/nyc_open_data/7yig-nj52.json,1568,16
/user/bigdata/nyc_open_data/7z8d-msnt.json,35,3
/user/bigdata/nyc_open_data/7zb8-7bpk.json,19,5
/user/bigdata/nyc_open_data/7zhs-43jt.json,27,35
/user/bigdata/nyc_open_data/825b-niea.json,168,15
/user/bigdata/nyc_open_data/82rt-zc4y.json,3335,10
/user/bigdata/nyc_open_data/82zj-84is.json,841373,35
/user/bigdata/nyc_open_data/83kr-sbhe.json,17,5
/user/bigdata/nyc_open_data/83z6-smyr.json,200,14
/user/bigdata/nyc_open_data/8586-3zfm.json,1165,21
/user/bigdata/nyc_open_data/85ty-ti6v.json,1344,16
/user/bigdata/nyc_open_data/867j-5pgi.json,73433,20
/user/bigdata/nyc_open_data/87b8-3t9t.json,192,64
/user/bigdata/nyc_open_data/87fx-28ei.json,61323,21
/user/bigdata/nyc_open_data/87hk-978a.json,37,15
/user/bigdata/nyc_open_data/87y3-sqsx.json,2688,16
/user/bigdata/nyc_open_data/88ds-ti7k.json,21,6
/user/bigdata/nyc_open_data/89di-hi4s.json,49,15
/user/bigdata/nyc_open_data/89j6-bdde.json,5,7
/user/bigdata/nyc_open_data/8a4n-zmpj.json,2273,10
/user/bigdata/nyc_open_data/8b9a-pywy.json,8320,13
/user/bigdata/nyc_open_data/8dhd-zvi6.json,285,11
/user/bigdata/nyc_open_data/8dxm-n5ha.json,60,3
/user/bigdata/nyc_open_data/8fei-z6rz.json,61653,19
/user/bigdata/nyc_open_data/8fj8-3sgg.json,27329,4
/user/bigdata/nyc_open_data/8g9r-zz89.json,7,11
/user/bigdata/nyc_open_data/8gpu-s594.json,5264,17
/user/bigdata/nyc_open_data/8gqz-6v9v.json,171,19
/user/bigdata/nyc_open_data/8gr8-ngjc.json,5319,6
/user/bigdata/nyc_open_data/8h5j-fqxa.json,18777394,14
/user/bigdata/nyc_open_data/8hkx-uppz.json,29,5
/user/bigdata/nyc_open_data/8isn-pgv3.json,4789,42
/user/bigdata/nyc_open_data/8ius-dhrr.json,2168,7
/user/bigdata/nyc_open_data/8jfz-tjny.json,1694,13
/user/bigdata/nyc_open_data/8k4x-9mp5.json,7562,8
/user/bigdata/nyc_open_data/8kiv-2ukd.json,8,4
/user/bigdata/nyc_open_data/8m42-w767.json,2755750,29
/user/bigdata/nyc_open_data/8nqg-ia7v.json,859,29
/user/bigdata/nyc_open_data/8qgy-ka3v.json,405,8
/user/bigdata/nyc_open_data/8qru-nyj8.json,22,3
/user/bigdata/nyc_open_data/8r6c-ydwk.json,23,16
/user/bigdata/nyc_open_data/8sdw-8vja.json,1254899,57
/user/bigdata/nyc_open_data/8tdh-66hm.json,9677562,0
/user/bigdata/nyc_open_data/8te3-bhtv.json,880,17
/user/bigdata/nyc_open_data/8tjs-webf.json,1601863,78
/user/bigdata/nyc_open_data/8u85-k342.json,576,6
/user/bigdata/nyc_open_data/8u86-bviy.json,11746,60
/user/bigdata/nyc_open_data/8vgb-zm6e.json,27312,40
/user/bigdata/nyc_open_data/8vv7-7wx3.json,10346,5
/user/bigdata/nyc_open_data/8wau-idzf.json,1381,5
/user/bigdata/nyc_open_data/8wbx-tsch.json,106601,23
/user/bigdata/nyc_open_data/8wpj-vk59.json,13,7
/user/bigdata/nyc_open_data/8yac-vygm.json,31430,14
/user/bigdata/nyc_open_data/922w-z7da.json,5081,23
/user/bigdata/nyc_open_data/93d2-wh7s.json,3051,4
/user/bigdata/nyc_open_data/93hz-wi47.json,45,16
/user/bigdata/nyc_open_data/948r-3ads.json,157,8
/user/bigdata/nyc_open_data/94g4-w6xz.json,46,3
/user/bigdata/nyc_open_data/94ka-ussk.json,5,11
/user/bigdata/nyc_open_data/94ri-3ium.json,256157,8
/user/bigdata/nyc_open_data/956m-xy24.json,1025,46
/user/bigdata/nyc_open_data/97iw-vtbx.json,23,45
/user/bigdata/nyc_open_data/97pn-acdf.json,114,9
/user/bigdata/nyc_open_data/97zg-4p9t.json,817,20
/user/bigdata/nyc_open_data/996g-i4kh.json,14,2
/user/bigdata/nyc_open_data/99br-frp6.json,208,18
/user/bigdata/nyc_open_data/99ez-fwvc.json,27,11
/user/bigdata/nyc_open_data/99gz-6gpw.json,110,4
/user/bigdata/nyc_open_data/9a87-6m4x.json,432,22
/user/bigdata/nyc_open_data/9ae4-niad.json,45,17
/user/bigdata/nyc_open_data/9ay9-xkek.json,6583,11
/user/bigdata/nyc_open_data/9b9u-8989.json,5000,9
/user/bigdata/nyc_open_data/9bmk-bbj5.json,42,15
/user/bigdata/nyc_open_data/9btm-sxj3.json,1742,10
/user/bigdata/nyc_open_data/9ct9-prf9.json,478,5
/user/bigdata/nyc_open_data/9cvd-uyw6.json,1743,12
/user/bigdata/nyc_open_data/9cw8-7heb.json,71284,3
/user/bigdata/nyc_open_data/9d9t-bmk7.json,29,16
/user/bigdata/nyc_open_data/9ddq-vbjj.json,27,7
/user/bigdata/nyc_open_data/9ev8-8rz6.json,55,3
/user/bigdata/nyc_open_data/9f25-223x.json,2499,8
/user/bigdata/nyc_open_data/9f5k-vxxv.json,8,18
/user/bigdata/nyc_open_data/9gzt-8w5q.json,12,5
/user/bigdata/nyc_open_data/9h95-gife.json,1743,12
/user/bigdata/nyc_open_data/9ht6-44eh.json,31,7
/user/bigdata/nyc_open_data/9hyh-zkx9.json,163,39
/user/bigdata/nyc_open_data/9hzi-kbqb.json,161078,0
/user/bigdata/nyc_open_data/9jbx-hna8.json,116,5
/user/bigdata/nyc_open_data/9jf7-zn7b.json,24,8
/user/bigdata/nyc_open_data/9k82-ys7w.json,29295,11
/user/bigdata/nyc_open_data/9m35-jch2.json,287,14
/user/bigdata/nyc_open_data/9mhd-na2n.json,5,3
/user/bigdata/nyc_open_data/9mjx-v8ip.json,162,11
/user/bigdata/nyc_open_data/9p4w-7npp.json,5696031,5
/user/bigdata/nyc_open_data/9rz4-mjek.json,50737,12
/user/bigdata/nyc_open_data/9s68-zggy.json,27,46
/user/bigdata/nyc_open_data/9sfa-4geq.json,23,45
/user/bigdata/nyc_open_data/9sys-2i9y.json,240,4
/user/bigdata/nyc_open_data/9tth-ctyd.json,19,13
/user/bigdata/nyc_open_data/9umc-3b2y.json,149,21
/user/bigdata/nyc_open_data/9vgx-wa3i.json,44919,17
/user/bigdata/nyc_open_data/9z9b-6hvk.json,91,22
/user/bigdata/nyc_open_data/a2nf-cvfm.json,210,16
/user/bigdata/nyc_open_data/a2nx-4u46.json,2427270,18
/user/bigdata/nyc_open_data/a3vc-fsgj.json,1885,0
/user/bigdata/nyc_open_data/a5qt-5jpu.json,24,46
/user/bigdata/nyc_open_data/a5ru-ygsr.json,40,4
/user/bigdata/nyc_open_data/a6kg-wufg.json,262,4
/user/bigdata/nyc_open_data/a6nj-cfbz.json,323,19
/user/bigdata/nyc_open_data/a6zp-tcs3.json,2284,11
/user/bigdata/nyc_open_data/a8rp-fpnn.json,10,17
/user/bigdata/nyc_open_data/a8wp-rerh.json,160781,20
/user/bigdata/nyc_open_data/a94k-kjys.json,88,14
/user/bigdata/nyc_open_data/a9es-3fcm.json,7,4
/user/bigdata/nyc_open_data/a9md-ynri.json,686289,21
/user/bigdata/nyc_open_data/aa5e-digs.json,4215,10
/user/bigdata/nyc_open_data/aa5u-mys6.json,155,7
/user/bigdata/nyc_open_data/aagv-t6fa.json,200,12
/user/bigdata/nyc_open_data/abgn-8q46.json,154,8
/user/bigdata/nyc_open_data/abnr-s7g4.json,522,6
/user/bigdata/nyc_open_data/ac4n-c5re.json,1819,39
/user/bigdata/nyc_open_data/ad4c-mphb.json,1068,46
/user/bigdata/nyc_open_data/ae5u-upr6.json,3135,32
/user/bigdata/nyc_open_data/afsf-hz68.json,259,7
/user/bigdata/nyc_open_data/ahjc-fdu3.json,1818,39
/user/bigdata/nyc_open_data/aht6-vxai.json,232072,10
/user/bigdata/nyc_open_data/aiww-p3af.json,1882407,52
/user/bigdata/nyc_open_data/ajxm-kzmj.json,536,17
/user/bigdata/nyc_open_data/an6v-iuem.json,5,6
/user/bigdata/nyc_open_data/arhf-esqb.json,23,4
/user/bigdata/nyc_open_data/arzb-yfdv.json,4288,11
/user/bigdata/nyc_open_data/au2v-djg4.json,4,2
/user/bigdata/nyc_open_data/auuc-fqzi.json,2,26
/user/bigdata/nyc_open_data/av3y-hmjv.json,26,9
/user/bigdata/nyc_open_data/avhb-5jhc.json,399399,25
/user/bigdata/nyc_open_data/avir-tzek.json,385,22
/user/bigdata/nyc_open_data/avsi-2fp7.json,15055,24
/user/bigdata/nyc_open_data/axmw-6kmf.json,5,7
/user/bigdata/nyc_open_data/ay9k-vznm.json,198,22
/user/bigdata/nyc_open_data/ayeb-p4mv.json,25,23
/user/bigdata/nyc_open_data/az65-9z36.json,60,3
/user/bigdata/nyc_open_data/azp6-hepu.json,16,6
/user/bigdata/nyc_open_data/azyf-k3d6.json,4,6
/user/bigdata/nyc_open_data/b2gb-nkrq.json,47,6
/user/bigdata/nyc_open_data/b2sp-asbg.json,41,14
/user/bigdata/nyc_open_data/b2y5-dstf.json,6,13
/user/bigdata/nyc_open_data/b37b-brfu.json,24,45
/user/bigdata/nyc_open_data/b3qc-c6fh.json,10,5
/user/bigdata/nyc_open_data/b3wh-m425.json,31,13
/user/bigdata/nyc_open_data/b59s-jsgk.json,91,22
/user/bigdata/nyc_open_data/b9e9-2we4.json,2688,16
/user/bigdata/nyc_open_data/b9km-gdpy.json,161078,11
/user/bigdata/nyc_open_data/b9uf-7skp.json,68028,16
/user/bigdata/nyc_open_data/bawj-6bgn.json,66,46
/user/bigdata/nyc_open_data/bbg6-wf44.json,1743,12
/user/bigdata/nyc_open_data/bbs3-q5us.json,146112,61
/user/bigdata/nyc_open_data/bbvw-ivc8.json,6,11
/user/bigdata/nyc_open_data/bdjm-n7q4.json,327756,52
/user/bigdata/nyc_open_data/bexe-qnej.json,14,7
/user/bigdata/nyc_open_data/bfiu-cc7d.json,75,3
/user/bigdata/nyc_open_data/bhwu-wuzu.json,7695,21
/user/bigdata/nyc_open_data/bj6m-ydtj.json,6,5
/user/bigdata/nyc_open_data/bjmk-35w5.json,1376,7
/user/bigdata/nyc_open_data/bjuu-44hx.json,674635,51
/user/bigdata/nyc_open_data/bkfu-528j.json,576587,12
